Name,Weight,CumulativeWeight
Cherri,0.003,85.981,1826
Cecily,0.003,85.984,1827
Ashely,0.003,85.988,1828
Annabel,0.003,85.991,1829
Agustina,0.003,85.994,1830
Wanita,0.003,85.997,1831
Shirly,0.003,86.000,1832
Rosaura,0.003,86.003,1833
Hulda,0.003,86.006,1834
Eun,0.003,86.009,1835
Bailey,0.003,86.013,1836
Yetta,0.003,86.016,1837
Verona,0.003,86.019,1838
Thomasina,0.003,86.022,1839
Sibyl,0.003,86.025,1840
Shannan,0.003,86.028,1841
Mechelle,0.003,86.031,1842
Lue,0.003,86.034,1843
Leandra,0.003,86.037,1844
Lani,0.003,86.040,1845
Kylee,0.003,86.043,1846
Kandy,0.003,86.046,1847
Jolynn,0.003,86.049,1848
Ferne,0.003,86.053,1849
Eboni,0.003,86.056,1850
Corene,0.003,86.059,1851
Alysia,0.003,86.062,1852
Zula,0.003,86.065,1853
Nada,0.003,86.068,1854
Moira,0.003,86.071,1855
Lyndsay,0.003,86.074,1856
Lorretta,0.003,86.077,1857
Juan,0.003,86.080,1858
Jammie,0.003,86.083,1859
Hortensia,0.003,86.086,1860
Gaynell,0.003,86.089,1861
Cameron,0.003,86.092,1862
Adria,0.003,86.095,1863
Vina,0.003,86.098,1864
Vicenta,0.003,86.101,1865
Tangela,0.003,86.104,1866
Stephine,0.003,86.107,1867
Norine,0.003,86.110,1868
Nella,0.003,86.113,1869
Liana,0.003,86.116,1870
Leslee,0.003,86.119,1871
Kimberely,0.003,86.122,1872
Iliana,0.003,86.125,1873
Glory,0.003,86.128,1874
Felica,0.003,86.131,1875
Emogene,0.003,86.134,1876
Elfriede,0.003,86.137,1877
Eden,0.003,86.140,1878
Eartha,0.003,86.144,1879
Carma,0.003,86.147,1880
Bea,0.003,86.150,1881
Ocie,0.003,86.153,1882
Marry,0.003,86.156,1883
Lennie,0.003,86.158,1884
Kiara,0.003,86.161,1885
Jacalyn,0.003,86.164,1886
Carlota,0.003,86.167,1887
Arielle,0.003,86.170,1888
Yu,0.003,86.173,1889
Star,0.003,86.176,1890
Otilia,0.003,86.179,1891
Kirstin,0.003,86.182,1892
Kacey,0.003,86.185,1893
Johnetta,0.003,86.188,1894
Joey,0.003,86.191,1895
Joetta,0.003,86.194,1896
Jeraldine,0.003,86.197,1897
Jaunita,0.003,86.200,1898
Elana,0.003,86.203,1899
Dorthea,0.003,86.206,1900
Cami,0.003,86.209,1901
Amada,0.003,86.212,1902
Adelia,0.003,86.215,1903
Vernita,0.003,86.218,1904
Tamar,0.003,86.221,1905
Siobhan,0.003,86.223,1906
Renea,0.003,86.226,1907
Rashida,0.003,86.229,1908
Ouida,0.003,86.232,1909
Odell,0.003,86.235,1910
Nilsa,0.003,86.238,1911
Meryl,0.003,86.241,1912
Kristyn,0.003,86.244,1913
Julieta,0.003,86.247,1914
Danica,0.003,86.250,1915
Breanne,0.003,86.253,1916
Aurea,0.003,86.256,1917
Anglea,0.003,86.259,1918
Sherron,0.003,86.261,1919
Odette,0.003,86.264,1920
Malia,0.003,86.267,1921
Lorelei,0.003,86.270,1922
Lin,0.003,86.273,1923
Leesa,0.003,86.276,1924
Kenna,0.003,86.279,1925
Kathlyn,0.003,86.282,1926
Fiona,0.003,86.285,1927
Charlette,0.003,86.287,1928
Suzie,0.003,86.290,1929
Shantell,0.003,86.293,1930
Sabra,0.003,86.296,1931
Racquel,0.003,86.299,1932
Myong,0.003,86.302,1933
Mira,0.003,86.305,1934
Martine,0.003,86.307,1935
Lucienne,0.003,86.310,1936
Lavada,0.003,86.313,1937
Juliann,0.003,86.316,1938
Johnie,0.003,86.319,1939
Elvera,0.003,86.322,1940
Delphia,0.003,86.325,1941
Clair,0.003,86.327,1942
Christiane,0.003,86.330,1943
Charolette,0.003,86.333,1944
Carri,0.003,86.336,1945
Augustine,0.003,86.339,1946
Asha,0.003,86.342,1947
Angella,0.003,86.345,1948
Paola,0.003,86.347,1949
Ninfa,0.003,86.350,1950
Leda,0.003,86.353,1951
Lai,0.003,86.356,1952
Eda,0.003,86.359,1953
Sunshine,0.003,86.361,1954
Stefani,0.003,86.364,1955
Shanell,0.003,86.367,1956
Palma,0.003,86.370,1957
Machelle,0.003,86.373,1958
Lissa,0.003,86.375,1959
Kecia,0.003,86.378,1960
Kathryne,0.003,86.381,1961
Karlene,0.003,86.384,1962
Julissa,0.003,86.387,1963
Jettie,0.003,86.389,1964
Jenniffer,0.003,86.392,1965
Hui,0.003,86.395,1966
Corrina,0.003,86.398,1967
Christopher,0.003,86.401,1968
Carolann,0.003,86.403,1969
Alena,0.003,86.406,1970
Tess,0.003,86.409,1971
Rosaria,0.003,86.412,1972
Myrtice,0.003,86.414,1973
Marylee,0.003,86.417,1974
Liane,0.003,86.420,1975
Kenyatta,0.003,86.423,1976
Judie,0.003,86.426,1977
Janey,0.003,86.428,1978
In,0.003,86.431,1979
Elmira,0.003,86.434,1980
Eldora,0.003,86.437,1981
Denna,0.003,86.439,1982
Cristi,0.003,86.442,1983
Cathi,0.003,86.445,1984
Zaida,0.003,86.448,1985
Vonnie,0.003,86.450,1986
Viva,0.003,86.453,1987
Vernie,0.003,86.456,1988
Rosaline,0.003,86.459,1989
Mariela,0.003,86.461,1990
Luciana,0.003,86.464,1991
Lesli,0.003,86.467,1992
Karan,0.003,86.469,1993
Felice,0.003,86.472,1994
Deneen,0.003,86.475,1995
Adina,0.003,86.478,1996
Wynona,0.003,86.480,1997
Tarsha,0.003,86.483,1998
Sheron,0.003,86.486,1999
Shasta,0.003,86.488,2000
Shanita,0.003,86.491,2001
Shani,0.003,86.494,2002
Shandra,0.003,86.497,2003
Randa,0.003,86.499,2004
Pinkie,0.003,86.502,2005
Paris,0.003,86.505,2006
Nelida,0.003,86.507,2007
Marilou,0.003,86.510,2008
Lyla,0.003,86.513,2009
Laurene,0.003,86.515,2010
Laci,0.003,86.518,2011
Joi,0.003,86.521,2012
Janene,0.003,86.524,2013
Dorotha,0.003,86.526,2014
Daniele,0.003,86.529,2015
Dani,0.003,86.532,2016
Carolynn,0.003,86.534,2017
Carlyn,0.003,86.537,2018
Berenice,0.003,86.540,2019
Ayesha,0.003,86.542,2020
Anneliese,0.003,86.545,2021
Alethea,0.003,86.548,2022
Thersa,0.003,86.551,2023
Tamiko,0.003,86.553,2024
Rufina,0.003,86.556,2025
Oliva,0.003,86.559,2026
Mozell,0.003,86.561,2027
Marylyn,0.003,86.564,2028
Madison,0.003,86.567,2029
Kristian,0.003,86.569,2030
Kathyrn,0.003,86.572,2031
Kasandra,0.003,86.575,2032
Kandace,0.003,86.577,2033
Janae,0.003,86.580,2034
Gabriel,0.003,86.583,2035
Domenica,0.003,86.585,2036
Debbra,0.003,86.588,2037
Dannielle,0.003,86.591,2038
Chun,0.003,86.593,2039
Buffy,0.003,86.596,2040
Barbie,0.003,86.599,2041
Arcelia,0.003,86.601,2042
Aja,0.003,86.604,2043
Zenobia,0.003,86.607,2044
Sharen,0.003,86.609,2045
Sharee,0.003,86.612,2046
Patrick,0.003,86.614,2047
Page,0.003,86.617,2048
My,0.003,86.620,2049
Lavinia,0.003,86.622,2050
Kum,0.003,86.625,2051
Kacie,0.003,86.628,2052
Jackeline,0.003,86.630,2053
Huong,0.003,86.633,2054
Felisa,0.003,86.636,2055
Emelia,0.003,86.638,2056
Eleanora,0.003,86.641,2057
Cythia,0.003,86.644,2058
Cristin,0.003,86.646,2059
Clyde,0.003,86.649,2060
Claribel,0.003,86.651,2061
Caron,0.003,86.654,2062
Anastacia,0.003,86.657,2063
Zulma,0.003,86.659,2064
Zandra,0.003,86.662,2065
Yoko,0.003,86.665,2066
Tenisha,0.003,86.667,2067
Susann,0.003,86.670,2068
Sherilyn,0.003,86.672,2069
Shay,0.003,86.675,2070
Shawanda,0.003,86.678,2071
Sabine,0.003,86.680,2072
Romana,0.003,86.683,2073
Mathilda,0.003,86.685,2074
Linsey,0.003,86.688,2075
Keiko,0.003,86.691,2076
Joana,0.003,86.693,2077
Isela,0.003,86.696,2078
Gretta,0.003,86.698,2079
Georgetta,0.003,86.701,2080
Eugenie,0.003,86.704,2081
Dusty,0.003,86.706,2082
Desirae,0.003,86.709,2083
Delora,0.003,86.711,2084
Corazon,0.003,86.714,2085
Antonina,0.003,86.717,2086
Anika,0.003,86.719,2087
Willene,0.003,86.722,2088
Tracee,0.003,86.724,2089
Tamatha,0.003,86.727,2090
Regan,0.003,86.730,2091
Nichelle,0.003,86.732,2092
Mickie,0.003,86.735,2093
Maegan,0.003,86.737,2094
Luana,0.003,86.740,2095
Lanita,0.003,86.742,2096
Kelsie,0.003,86.745,2097
Edelmira,0.003,86.748,2098
Bree,0.003,86.750,2099
Afton,0.003,86.753,2100
Teodora,0.003,86.755,2101
Tamie,0.003,86.758,2102
Shena,0.003,86.760,2103
Meg,0.003,86.763,2104
Linh,0.003,86.765,2105
Keli,0.003,86.768,2106
Kaci,0.003,86.771,2107
Danyelle,0.003,86.773,2108
Britt,0.003,86.776,2109
Arlette,0.003,86.778,2110
Albertine,0.003,86.781,2111
Adelle,0.003,86.783,2112
Tiffiny,0.003,86.786,2113
Stormy,0.003,86.788,2114
Simona,0.003,86.791,2115
Numbers,0.003,86.793,2116
Nicolasa,0.003,86.796,2117
Nichol,0.003,86.798,2118
Nia,0.003,86.801,2119
Nakisha,0.003,86.803,2120
Mee,0.003,86.806,2121
Maira,0.003,86.808,2122
Loreen,0.003,86.811,2123
Kizzy,0.003,86.813,2124
Johnny,0.003,86.816,2125
Jay,0.003,86.818,2126
Fallon,0.003,86.821,2127
Christene,0.003,86.823,2128
Bobbye,0.003,86.826,2129
Anthony,0.003,86.828,2130
Ying,0.002,86.831,2131
Vincenza,0.002,86.833,2132
Tanja,0.002,86.836,2133
Rubie,0.002,86.838,2134
Roni,0.002,86.841,2135
Queenie,0.002,86.843,2136
Margarett,0.002,86.846,2137
Kimberli,0.002,86.848,2138
Irmgard,0.002,86.851,2139
Idell,0.002,86.853,2140
Hilma,0.002,86.856,2141
Evelina,0.002,86.858,2142
Esta,0.002,86.861,2143
Emilee,0.002,86.863,2144
Dennise,0.002,86.866,2145
Dania,0.002,86.868,2146
Carl,0.002,86.871,2147
Carie,0.002,86.873,2148
Antonio,0.002,86.876,2149
Wai,0.002,86.878,2150
Sang,0.002,86.881,2151
Risa,0.002,86.883,2152
Rikki,0.002,86.885,2153
Particia,0.002,86.888,2154
Mui,0.002,86.890,2155
Masako,0.002,86.893,2156
Mario,0.002,86.895,2157
Luvenia,0.002,86.898,2158
Loree,0.002,86.900,2159
Loni,0.002,86.903,2160
Lien,0.002,86.905,2161
Kevin,0.002,86.907,2162
Gigi,0.002,86.910,2163
Florencia,0.002,86.912,2164
Dorian,0.002,86.915,2165
Denita,0.002,86.917,2166
Dallas,0.002,86.920,2167
Chi,0.002,86.922,2168
Billye,0.002,86.925,2169
Alexander,0.002,86.927,2170
Tomika,0.002,86.929,2171
Sharita,0.002,86.932,2172
Rana,0.002,86.934,2173
Nikole,0.002,86.937,2174
Neoma,0.002,86.939,2175
Margarite,0.002,86.942,2176
Madalyn,0.002,86.944,2177
Lucina,0.002,86.946,2178
Laila,0.002,86.949,2179
Kali,0.002,86.951,2180
Jenette,0.002,86.954,2181
Gabriele,0.002,86.956,2182
Evelyne,0.002,86.958,2183
Elenora,0.002,86.961,2184
Clementina,0.002,86.963,2185
Alejandrina,0.002,86.966,2186
Zulema,0.002,86.968,2187
Violette,0.002,86.971,2188
Vannessa,0.002,86.973,2189
Thresa,0.002,86.975,2190
Retta,0.002,86.978,2191
Pia,0.002,86.980,2192
Patience,0.002,86.982,2193
Noella,0.002,86.985,2194
Nickie,0.002,86.987,2195
Jonell,0.002,86.990,2196
Delta,0.002,86.992,2197
Chung,0.002,86.994,2198
Chaya,0.002,86.997,2199
Camelia,0.002,86.999,2200
Bethel,0.002,87.002,2201
Anya,0.002,87.004,2202
Andrew,0.002,87.006,2203
Thanh,0.002,87.009,2204
Suzann,0.002,87.011,2205
Spring,0.002,87.013,2206
Shu,0.002,87.016,2207
Mila,0.002,87.018,2208
Lilla,0.002,87.020,2209
Laverna,0.002,87.023,2210
Keesha,0.002,87.025,2211
Kattie,0.002,87.028,2212
Gia,0.002,87.030,2213
Georgene,0.002,87.032,2214
Eveline,0.002,87.035,2215
Estell,0.002,87.037,2216
Elizbeth,0.002,87.039,2217
Vivienne,0.002,87.042,2218
Vallie,0.002,87.044,2219
Trudie,0.002,87.046,2220
Stephane,0.002,87.049,2221
Michel,0.002,87.051,2222
Magaly,0.002,87.053,2223
Madie,0.002,87.056,2224
Kenyetta,0.002,87.058,2225
Karren,0.002,87.060,2226
Janetta,0.002,87.063,2227
Hermine,0.002,87.065,2228
Harmony,0.002,87.067,2229
Drucilla,0.002,87.069,2230
Debbi,0.002,87.072,2231
Celestina,0.002,87.074,2232
Candie,0.002,87.076,2233
Britni,0.002,87.079,2234
Beckie,0.002,87.081,2235
Amina,0.002,87.083,2236
Zita,0.002,87.086,2237
Yun,0.002,87.088,2238
Yolande,0.002,87.090,2239
Vivien,0.002,87.093,2240
Vernetta,0.002,87.095,2241
Trudi,0.002,87.097,2242
Sommer,0.002,87.099,2243
Pearle,0.002,87.102,2244
Patrina,0.002,87.104,2245
Ossie,0.002,87.106,2246
Nicolle,0.002,87.109,2247
Loyce,0.002,87.111,2248
Letty,0.002,87.113,2249
Larisa,0.002,87.116,2250
Katharina,0.002,87.118,2251
Joselyn,0.002,87.120,2252
Jonelle,0.002,87.122,2253
Jenell,0.002,87.125,2254
Iesha,0.002,87.127,2255
Heide,0.002,87.129,2256
Florinda,0.002,87.132,2257
Florentina,0.002,87.134,2258
Flo,0.002,87.136,2259
Elodia,0.002,87.138,2260
Dorine,0.002,87.141,2261
Brunilda,0.002,87.143,2262
Brigid,0.002,87.145,2263
Ashli,0.002,87.148,2264
Ardella,0.002,87.150,2265
Twana,0.002,87.152,2266
Thu,0.002,87.154,2267
Tarah,0.002,87.157,2268
Sung,0.002,87.159,2269
Shea,0.002,87.161,2270
Shavon,0.002,87.163,2271
Shane,0.002,87.166,2272
Serina,0.002,87.168,2273
Rayna,0.002,87.170,2274
Ramonita,0.002,87.173,2275
Nga,0.002,87.175,2276
Margurite,0.002,87.177,2277
Lucrecia,0.002,87.179,2278
Kourtney,0.002,87.182,2279
Kati,0.002,87.184,2280
Jesus,0.002,87.186,2281
Jesenia,0.002,87.188,2282
Diamond,0.002,87.191,2283
Crista,0.002,87.193,2284
Ayana,0.002,87.195,2285
Alica,0.002,87.197,2286
Alia,0.002,87.200,2287
Vinnie,0.002,87.202,2288
Suellen,0.002,87.204,2289
Romelia,0.002,87.206,2290
Rachell,0.002,87.209,2291
Piper,0.002,87.211,2292
Olympia,0.002,87.213,2293
Michiko,0.002,87.215,2294
Kathaleen,0.002,87.217,2295
Jolie,0.002,87.220,2296
Jessi,0.002,87.222,2297
Janessa,0.002,87.224,2298
Hana,0.002,87.226,2299
Ha,0.002,87.229,2300
Elease,0.002,87.231,2301
Carletta,0.002,87.233,2302
Britany,0.002,87.235,2303
Shona,0.002,87.238,2304
Salome,0.002,87.240,2305
Rosamond,0.002,87.242,2306
Regena,0.002,87.244,2307
Raina,0.002,87.246,2308
Ngoc,0.002,87.249,2309
Nelia,0.002,87.251,2310
Louvenia,0.002,87.253,2311
Lesia,0.002,87.255,2312
Latrina,0.002,87.257,2313
Laticia,0.002,87.260,2314
Larhonda,0.002,87.262,2315
Jina,0.002,87.264,2316
Jacki,0.002,87.266,2317
Hollis,0.002,87.268,2318
Holley,0.002,87.271,2319
Emmy,0.002,87.273,2320
Deeann,0.002,87.275,2321
Coretta,0.002,87.277,2322
Arnetta,0.002,87.279,2323
Velvet,0.002,87.281,2324
Thalia,0.002,87.284,2325
Shanice,0.002,87.286,2326
Neta,0.002,87.288,2327
Mikki,0.002,87.290,2328
Micki,0.002,87.292,2329
Lonna,0.002,87.294,2330
Leana,0.002,87.297,2331
Lashunda,0.002,87.299,2332
Kiley,0.002,87.301,2333
Joye,0.002,87.303,2334
Jacqulyn,0.002,87.305,2335
Ignacia,0.002,87.307,2336
Hyun,0.002,87.310,2337
Hiroko,0.002,87.312,2338
Henry,0.002,87.314,2339
Henriette,0.002,87.316,2340
Elayne,0.002,87.318,2341
Delinda,0.002,87.320,2342
Darnell,0.002,87.323,2343
Dahlia,0.002,87.325,2344
Coreen,0.002,87.327,2345
Consuela,0.002,87.329,2346
Conchita,0.002,87.331,2347
Celine,0.002,87.333,2348
Babette,0.002,87.336,2349
Ayanna,0.002,87.338,2350
Anette,0.002,87.340,2351
Albertina,0.002,87.342,2352
Skye,0.002,87.344,2353
Shawnee,0.002,87.346,2354
Shaneka,0.002,87.349,2355
Quiana,0.002,87.351,2356
Pamelia,0.002,87.353,2357
Min,0.002,87.355,2358
Merri,0.002,87.357,2359
Merlene,0.002,87.359,2360
Margit,0.002,87.361,2361
Kiesha,0.002,87.363,2362
Kiera,0.002,87.366,2363
Kaylene,0.002,87.368,2364
Jodee,0.002,87.370,2365
Jenise,0.002,87.372,2366
Erlene,0.002,87.374,2367
Emmie,0.002,87.376,2368
Else,0.002,87.378,2369
Daryl,0.002,87.381,2370
Dalila,0.002,87.383,2371
Daisey,0.002,87.385,2372
Cody,0.002,87.387,2373
Casie,0.002,87.389,2374
Belia,0.002,87.391,2375
Babara,0.002,87.393,2376
Versie,0.002,87.395,2377
Vanesa,0.002,87.398,2378
Shelba,0.002,87.400,2379
Shawnda,0.002,87.402,2380
Sam,0.002,87.404,2381
Norman,0.002,87.406,2382
Nikia,0.002,87.408,2383
Naoma,0.002,87.410,2384
Marna,0.002,87.412,2385
Margeret,0.002,87.414,2386
Madaline,0.002,87.417,2387
Lawana,0.002,87.419,2388
Kindra,0.002,87.421,2389
Jutta,0.002,87.423,2390
Jazmine,0.002,87.425,2391
Janett,0.002,87.427,2392
Hannelore,0.002,87.429,2393
Glendora,0.002,87.431,2394
Gertrud,0.002,87.433,2395
Garnett,0.002,87.435,2396
Freeda,0.002,87.438,2397
Frederica,0.002,87.440,2398
Florance,0.002,87.442,2399
Flavia,0.002,87.444,2400
Dennis,0.002,87.446,2401
Carline,0.002,87.448,2402
Beverlee,0.002,87.450,2403
Anjanette,0.002,87.452,2404
Valda,0.002,87.454,2405
Trinity,0.002,87.456,2406
Tamala,0.002,87.459,2407
Stevie,0.002,87.461,2408
Shonna,0.002,87.463,2409
Sha,0.002,87.465,2410
Sarina,0.002,87.467,2411
Oneida,0.002,87.469,2412
Micah,0.002,87.471,2413
Merilyn,0.002,87.473,2414
Marleen,0.002,87.475,2415
Lurline,0.002,87.477,2416
Lenna,0.002,87.479,2417
Katherin,0.002,87.481,2418
Jin,0.002,87.483,2419
Jeni,0.002,87.485,2420
Hae,0.002,87.488,2421
Gracia,0.002,87.490,2422
Glady,0.002,87.492,2423
Farah,0.002,87.494,2424
Eric,0.002,87.496,2425
Enola,0.002,87.498,2426
Ema,0.002,87.500,2427
Dominque,0.002,87.502,2428
Devona,0.002,87.504,2429
Delana,0.002,87.506,2430
Cecila,0.002,87.508,2431
Caprice,0.002,87.510,2432
Alysha,0.002,87.512,2433
Ali,0.002,87.514,2434
Alethia,0.002,87.517,2435
Vena,0.002,87.519,2436
Theresia,0.002,87.521,2437
Tawny,0.002,87.523,2438
Song,0.002,87.525,2439
Shakira,0.002,87.527,2440
Samara,0.002,87.529,2441
Sachiko,0.002,87.531,2442
Rachele,0.002,87.533,2443
Pamella,0.002,87.535,2444
Nicky,0.002,87.537,2445
Marni,0.002,87.539,2446
Mariel,0.002,87.541,2447
Maren,0.002,87.543,2448
Malisa,0.002,87.545,2449
Ligia,0.002,87.547,2450
Lera,0.002,87.549,2451
Latoria,0.002,87.551,2452
Larae,0.002,87.553,2453
Kimber,0.002,87.555,2454
Kathern,0.002,87.557,2455
Karey,0.002,87.559,2456
Jennefer,0.002,87.561,2457
Janeth,0.002,87.563,2458
Halina,0.002,87.566,2459
Fredia,0.002,87.568,2460
Delisa,0.002,87.570,2461
Debroah,0.002,87.572,2462
Ciera,0.002,87.574,2463
Chin,0.002,87.576,2464
Angelika,0.002,87.578,2465
Andree,0.002,87.580,2466
Altha,0.002,87.582,2467
Yen,0.002,87.584,2468
Vivan,0.002,87.586,2469
Terresa,0.002,87.588,2470
Tanna,0.002,87.590,2471
Suk,0.002,87.592,2472
Sudie,0.002,87.594,2473
Soo,0.002,87.596,2474
Signe,0.002,87.598,2475
Salena,0.002,87.600,2476
Ronni,0.002,87.602,2477
Rebbecca,0.002,87.604,2478
Myrtie,0.002,87.606,2479
Mckenzie,0.002,87.608,2480
Malika,0.002,87.610,2481
Maida,0.002,87.612,2482
Loan,0.002,87.614,2483
Leonarda,0.002,87.616,2484
Kayleigh,0.002,87.618,2485
France,0.002,87.620,2486
Ethyl,0.002,87.622,2487
Ellyn,0.002,87.624,2488
Dayle,0.002,87.626,2489
Cammie,0.002,87.628,2490
Brittni,0.002,87.630,2491
Birgit,0.002,87.632,2492
Avelina,0.002,87.634,2493
Asuncion,0.002,87.636,2494
Arianna,0.002,87.638,2495
Akiko,0.002,87.640,2496
Venice,0.002,87.642,2497
Tyesha,0.002,87.644,2498
Tonie,0.002,87.646,2499
Tiesha,0.002,87.648,2500
Takisha,0.002,87.650,2501
Steffanie,0.002,87.652,2502
Sindy,0.002,87.654,2503
Santana,0.002,87.656,2504
Meghann,0.002,87.658,2505
Manda,0.002,87.660,2506
Macie,0.002,87.662,2507
Lady,0.002,87.664,2508
Kellye,0.002,87.666,2509
Kellee,0.002,87.668,2510
Joslyn,0.002,87.670,2511
Jason,0.002,87.672,2512
Inger,0.002,87.674,2513
Indira,0.002,87.676,2514
Glinda,0.002,87.678,2515
Glennis,0.002,87.680,2516
Fernanda,0.002,87.682,2517
Faustina,0.002,87.684,2518
Eneida,0.002,87.686,2519
Elicia,0.002,87.688,2520
Dot,0.002,87.690,2521
Digna,0.002,87.692,2522
Dell,0.002,87.694,2523
Arletta,0.002,87.696,2524
Andre,0.002,87.698,2525
Willia,0.002,87.699,2526
Tammara,0.002,87.701,2527
Tabetha,0.002,87.703,2528
Sherrell,0.002,87.705,2529
Sari,0.002,87.707,2530
Refugio,0.002,87.709,2531
Rebbeca,0.002,87.711,2532
Pauletta,0.002,87.713,2533
Nieves,0.002,87.715,2534
Natosha,0.002,87.717,2535
Nakita,0.002,87.719,2536
Mammie,0.002,87.721,2537
Kenisha,0.002,87.723,2538
Kazuko,0.002,87.725,2539
Kassie,0.002,87.727,2540
Gary,0.002,87.729,2541
Earlean,0.002,87.731,2542
Daphine,0.002,87.733,2543
Corliss,0.002,87.735,2544
Clotilde,0.002,87.736,2545
Carolyne,0.002,87.738,2546
Bernetta,0.002,87.740,2547
Augustina,0.002,87.742,2548
Audrea,0.002,87.744,2549
Annis,0.002,87.746,2550
Annabell,0.002,87.748,2551
Yan,0.002,87.750,2552
Tennille,0.002,87.752,2553
Tamica,0.002,87.754,2554
Selene,0.002,87.756,2555
Sean,0.002,87.758,2556
Rosana,0.002,87.760,2557
Regenia,0.002,87.762,2558
Qiana,0.002,87.763,2559
Markita,0.002,87.765,2560
Macy,0.002,87.767,2561
Leeanne,0.002,87.769,2562
Laurine,0.002,87.771,2563
Kym,0.002,87.773,2564
Jessenia,0.002,87.775,2565
Janita,0.002,87.777,2566
Georgine,0.002,87.779,2567
Genie,0.002,87.781,2568
Emiko,0.002,87.783,2569
Elvie,0.002,87.785,2570
Deandra,0.002,87.786,2571
Dagmar,0.002,87.788,2572
Corie,0.002,87.790,2573
Collen,0.002,87.792,2574
Cherish,0.002,87.794,2575
Romaine,0.002,87.796,2576
Porsha,0.002,87.798,2577
Pearlene,0.002,87.800,2578
Micheline,0.002,87.802,2579
Merna,0.002,87.804,2580
Margorie,0.002,87.805,2581
Margaretta,0.002,87.807,2582
Lore,0.002,87.809,2583
Kenneth,0.002,87.811,2584
Jenine,0.002,87.813,2585
Hermina,0.002,87.815,2586
Fredericka,0.002,87.817,2587
Elke,0.002,87.819,2588
Drusilla,0.002,87.820,2589
Dorathy,0.002,87.822,2590
Dione,0.002,87.824,2591
Desire,0.002,87.826,2592
Celena,0.002,87.828,2593
Brigida,0.002,87.830,2594
Angeles,0.002,87.832,2595
Allegra,0.002,87.834,2596
Theo,0.002,87.836,2597
Tamekia,0.002,87.837,2598
Synthia,0.002,87.839,2599
Stephen,0.002,87.841,2600
Sook,0.002,87.843,2601
Slyvia,0.002,87.845,2602
Rosann,0.002,87.847,2603
Reatha,0.002,87.849,2604
Raye,0.002,87.850,2605
Marquetta,0.002,87.852,2606
Margart,0.002,87.854,2607
Ling,0.002,87.856,2608
Layla,0.002,87.858,2609
Kymberly,0.002,87.860,2610
Kiana,0.002,87.861,2611
Kayleen,0.002,87.863,2612
Katlyn,0.002,87.865,2613
Karmen,0.002,87.867,2614
Joella,0.002,87.869,2615
Irina,0.002,87.871,2616
Emelda,0.002,87.873,2617
Eleni,0.002,87.874,2618
Detra,0.002,87.876,2619
Clemmie,0.002,87.878,2620
Cheryll,0.002,87.880,2621
Chantell,0.002,87.882,2622
Cathey,0.002,87.884,2623
Arnita,0.002,87.886,2624
Arla,0.002,87.887,2625
Angle,0.002,87.889,2626
Angelic,0.002,87.891,2627
Alyse,0.002,87.893,2628
Zofia,0.002,87.895,2629
Thomasine,0.002,87.897,2630
Tennie,0.002,87.898,2631
Son,0.002,87.900,2632
Sherly,0.002,87.902,2633
Sherley,0.002,87.904,2634
Sharyl,0.002,87.906,2635
Remedios,0.002,87.908,2636
Petrina,0.002,87.909,2637
Nickole,0.002,87.911,2638
Myung,0.002,87.913,2639
Myrle,0.002,87.915,2640
Mozella,0.002,87.917,2641
Louanne,0.002,87.918,2642
Lisha,0.002,87.920,2643
Latia,0.002,87.922,2644
Lane,0.002,87.924,2645
Krysta,0.002,87.926,2646
Julienne,0.002,87.928,2647
Joel,0.002,87.929,2648
Jeanene,0.002,87.931,2649
Jacqualine,0.002,87.933,2650
Isaura,0.002,87.935,2651
Gwenda,0.002,87.937,2652
Earleen,0.002,87.939,2653
Donald,0.002,87.940,2654
Cleopatra,0.002,87.942,2655
Carlie,0.002,87.944,2656
Audie,0.002,87.946,2657
Antonietta,0.002,87.948,2658
Alise,0.002,87.949,2659
Alex,0.002,87.951,2660
Verdell,0.002,87.953,2661
Val,0.002,87.955,2662
Tyler,0.002,87.957,2663
Tomoko,0.002,87.958,2664
Thao,0.002,87.960,2665
Talisha,0.002,87.962,2666
Steven,0.002,87.964,2667
So,0.002,87.966,2668
Shemika,0.002,87.967,2669
Shaun,0.002,87.969,2670
Scarlet,0.002,87.971,2671
Savanna,0.002,87.973,2672
Santina,0.002,87.975,2673
Rosia,0.002,87.976,2674
Raeann,0.002,87.978,2675
Odilia,0.002,87.980,2676
Nana,0.002,87.982,2677
Minna,0.002,87.983,2678
Magan,0.002,87.985,2679
Lynelle,0.002,87.987,2680
Le,0.002,87.989,2681
Karma,0.002,87.991,2682
Joeann,0.002,87.992,2683
Ivana,0.002,87.994,2684
Inell,0.002,87.996,2685
Ilana,0.002,87.998,2686
Hye,0.002,88.000,2687
Honey,0.002,88.001,2688
Hee,0.002,88.003,2689
Gudrun,0.002,88.005,2690
Frank,0.002,88.007,2691
Dreama,0.002,88.009,2692
Crissy,0.002,88.010,2693
Chante,0.002,88.012,2694
Carmelina,0.002,88.014,2695
Arvilla,0.002,88.016,2696
Arthur,0.002,88.017,2697
Annamae,0.002,88.019,2698
Alvera,0.002,88.021,2699
Aleida,0.002,88.023,2700
Aaron,0.002,88.025,2701
Yee,0.002,88.026,2702
Yanira,0.002,88.028,2703
Vanda,0.002,88.030,2704
Tianna,0.002,88.032,2705
Tam,0.002,88.033,2706
