USPS,GEOID,ANSICODE,NAME,LSAD,FUNCSTAT,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
LA,2266060,02407539,Rosedale village,47,A,20149722,0,7.780,0.000,30.442900,-91.460114
LA,2266165,02407246,Roseland town,43,A,5375741,492473,2.076,0.190,30.763881,-90.510600
LA,2266200,02407247,Rosepine town,43,A,6284836,14545,2.427,0.006,30.924464,-93.288481
LA,2266655,02404660,Ruston city,25,A,54172929,175428,20.916,0.068,32.532986,-92.635327
LA,2267215,02407267,St. Francisville town,43,A,4712083,46016,1.819,0.018,30.784234,-91.376417
LA,2267250,02405394,St. Gabriel city,25,A,76830636,580662,29.664,0.224,30.255202,-91.100363
LA,2267355,02583548,St. James CDP,57,S,21723602,3881985,8.388,1.499,30.018626,-90.850904
LA,2267495,02407270,St. Joseph town,43,A,2306010,0,0.890,0.000,31.920284,-91.240040
LA,2267600,02405397,St. Martinville city,25,A,7996865,284816,3.088,0.110,30.126082,-91.831500
LA,2267635,02586708,St. Maurice CDP,57,S,17392244,0,6.715,0.000,31.761439,-92.938821
LA,2267740,02402812,St. Rose CDP,57,S,16387819,2919739,6.327,1.127,29.961716,-90.309358
LA,2267880,02407541,Saline village,47,A,3082046,0,1.190,0.000,32.163124,-92.976778
LA,2268125,02407292,Sarepta town,43,A,4153470,6799,1.604,0.003,32.895013,-93.451468
LA,2268300,02402830,Schriever CDP,57,S,37058924,161094,14.309,0.062,29.735074,-90.830833
LA,2268475,02405432,Scott city,25,A,29533807,0,11.403,0.000,30.239838,-92.094770
LA,2269225,02402848,Shenandoah CDP,57,S,16052260,139478,6.198,0.054,30.402581,-91.003741
LA,2269455,02407544,Shongaloo village,47,A,20408504,126020,7.880,0.049,32.940300,-93.293215
LA,2270000,02405463,Shreveport city,25,A,277484105,39395075,107.137,15.211,32.466879,-93.792193
LA,2270175,02407332,Sibley town,43,A,10064655,290104,3.886,0.112,32.542595,-93.293639
LA,2270245,02407545,Sicily Island village,47,A,1487511,1898,0.574,0.001,31.848832,-91.659358
LA,2270385,02407546,Sikes village,47,A,4047066,0,1.563,0.000,32.078981,-92.486270
LA,2270525,02407344,Simmesport town,43,A,5658518,487417,2.185,0.188,30.980959,-91.814269
LA,2270595,02407547,Simpson village,47,A,15966314,112518,6.165,0.043,31.256344,-93.018431
LA,2270630,02407549,Simsboro village,47,A,9007678,0,3.478,0.000,32.532324,-92.783940
LA,2270665,02586709,Singer CDP,57,S,17991370,0,6.947,0.000,30.651199,-93.411720
LA,2270675,02629542,Siracusaville CDP,57,S,2090608,142216,0.807,0.055,29.688022,-91.151052
LA,2270770,02407349,Slaughter town,43,A,14202058,22530,5.483,0.009,30.727639,-91.136122
LA,2270805,02405470,Slidell city,25,A,38444316,939417,14.843,0.363,30.289342,-89.783279
LA,2271190,02586710,Sorrel CDP,57,S,5481017,155851,2.116,0.060,29.888402,-91.626585
LA,2271225,02407367,Sorrento town,43,A,9440754,107971,3.645,0.042,30.183623,-90.866567
LA,2271820,02407551,South Mansfield village,47,A,1759182,56412,0.679,0.022,32.017050,-93.718074
LA,2272092,02402879,South Vacherie CDP,57,S,13267693,177102,5.123,0.068,29.940238,-90.687698
LA,2272170,02407552,Spearsville village,47,A,5347626,0,2.065,0.000,32.933875,-92.602205
LA,2272310,02586711,Spokane CDP,57,S,6106417,8827564,2.358,3.408,31.704064,-91.460529
LA,2272415,02407389,Springfield town,43,A,3638478,0,1.405,0.000,30.425552,-90.544414
LA,2272485,02405514,Springhill city,25,A,16087697,206901,6.211,0.080,33.001934,-93.461511
LA,2272800,02407554,Stanley village,47,A,5623565,53919,2.171,0.021,31.955711,-93.900913
LA,2272975,02586712,Starks CDP,57,S,8881398,0,3.429,0.000,30.310462,-93.666698
LA,2273010,02586713,Start CDP,57,S,9097930,246388,3.513,0.095,32.491630,-91.867843
LA,2273255,02406666,Sterlington town,43,A,7311776,24154,2.823,0.009,32.689363,-92.061876
LA,2273395,02406670,Stonewall town,43,A,22051555,323094,8.514,0.125,32.271266,-93.807392
LA,2273570,02586714,Sugartown CDP,57,S,5071864,3923,1.958,0.002,30.840061,-93.012615
LA,2273640,02405540,Sulphur city,25,A,26304983,0,10.156,0.000,30.230387,-93.355776
LA,2273955,02407556,Sun village,47,A,11014958,492914,4.253,0.190,30.650199,-89.904337
LA,2274060,02406692,Sunset town,43,A,8053409,69980,3.109,0.027,30.406050,-92.062017
LA,2274235,02402906,Supreme CDP,57,S,8767576,127639,3.385,0.049,29.863297,-90.998305
LA,2274340,02402908,Swartz CDP,57,S,21068986,0,8.135,0.000,32.580871,-91.986889
LA,2274550,02402911,Taft CDP,57,S,12896319,1700919,4.979,0.657,29.985128,-90.452429
LA,2274690,02405566,Tallulah city,25,A,7207974,0,2.783,0.000,32.406697,-91.191701
LA,2274760,02407558,Tangipahoa village,47,A,2602229,0,1.005,0.000,30.875781,-90.513840
LA,2275180,02402921,Terrytown CDP,57,S,9533041,109072,3.681,0.042,29.902462,-90.028139
LA,2275425,02405581,Thibodaux city,25,A,15611219,0,6.028,0.000,29.794255,-90.816393
LA,2275670,02407561,Tickfaw village,47,A,4148416,0,1.602,0.000,30.577077,-90.487163
LA,2275740,02402935,Timberlane CDP,57,S,3874876,643,1.496,0.000,29.876985,-90.029193
LA,2276440,02583549,Triumph CDP,57,S,7210242,3212364,2.784,1.240,29.339544,-89.481550
LA,2276615,02406763,Tullos town,43,A,4102896,52944,1.584,0.020,31.817355,-92.326754
LA,2276685,02407563,Turkey Creek village,47,A,6419360,0,2.479,0.000,30.873238,-92.416982
LA,2277035,02583550,Union CDP,57,S,24619415,2920794,9.506,1.128,30.086131,-90.888951
LA,2277490,02406781,Urania town,43,A,3550645,28278,1.371,0.011,31.863388,-92.290978
LA,2277910,02407564,Varnado village,47,A,2198047,0,0.849,0.000,30.895301,-89.831865
LA,2278015,02583551,Venice CDP,57,S,2597244,1618063,1.003,0.625,29.287639,-89.364396
LA,2278050,02586715,Ventress CDP,57,S,5244786,2056696,2.025,0.794,30.678922,-91.430525
LA,2278470,02406799,Vidalia town,43,A,6717605,0,2.594,0.000,31.566753,-91.440443
LA,2278540,02406800,Vienna town,43,A,8980347,0,3.467,0.000,32.609177,-92.648060
LA,2278545,02586716,Vienna Bend CDP,57,S,5587809,118597,2.157,0.046,31.739651,-93.034627
LA,2278680,02402967,Village St. George CDP,57,S,5783372,0,2.233,0.000,30.359799,-91.067203
LA,2278715,02405654,Ville Platte city,25,A,10403640,1289,4.017,0.000,30.689858,-92.274165
LA,2278820,02406803,Vinton town,43,A,13203238,132284,5.098,0.051,30.195435,-93.582246
LA,2278855,02402973,Violet CDP,57,S,10168167,1678813,3.926,0.648,29.896744,-89.892881
LA,2278890,02406806,Vivian town,43,A,14246796,0,5.501,0.000,32.871408,-93.986286
LA,2279100,02402978,Waggaman CDP,57,S,14233689,2770829,5.496,1.070,29.937754,-90.231218
LA,2279240,02406820,Walker town,43,A,17006348,73067,6.566,0.028,30.482821,-90.866884
LA,2279275,02402980,Wallace CDP,57,S,16729270,3241559,6.459,1.252,30.024587,-90.658997
LA,2279310,02586718,Wallace Ridge CDP,57,S,18132985,1201939,7.001,0.464,31.684058,-91.828708
LA,2279870,02406835,Washington town,43,A,2143115,57044,0.827,0.022,30.615559,-92.059866
LA,2279940,02406839,Waterproof town,43,A,1805016,0,0.697,0.000,31.807159,-91.386146
LA,2280010,02586719,Watson CDP,57,S,2484080,0,0.959,0.000,30.574900,-90.950797
LA,2280360,02583552,Welcome CDP,57,S,11754624,1516287,4.538,0.585,30.044276,-90.883527
LA,2280430,02406856,Welsh town,43,A,16375087,311906,6.322,0.120,30.235589,-92.812387
LA,2280815,02405718,Westlake city,25,A,9448131,150354,3.648,0.058,30.260095,-93.264468
LA,2280920,02403014,Westminster CDP,57,S,2906761,0,1.122,0.000,30.407977,-91.090578
LA,2280955,02405712,West Monroe city,25,A,20707856,747522,7.995,0.289,32.512340,-92.151070
LA,2281165,02405721,Westwego city,25,A,8047325,1246909,3.107,0.481,29.905366,-90.143548
LA,2281375,02406876,White Castle town,43,A,1898125,7876,0.733,0.003,30.161694,-91.148535
LA,2282215,02407571,Wilson village,47,A,7020527,29453,2.711,0.011,30.925561,-91.105287
LA,2282460,02405767,Winnfield city,25,A,9431709,0,3.642,0.000,31.923969,-92.642475
LA,2282495,02405768,Winnsboro city,25,A,10354024,160383,3.998,0.062,32.164690,-91.720647
LA,2282565,02406907,Wisner town,43,A,2062334,0,0.796,0.000,31.980428,-91.655090
LA,2283002,02403041,Woodmere CDP,57,S,9457525,500830,3.652,0.193,29.838725,-90.077427
LA,2283125,02406916,Woodworth town,43,A,22085326,11667,8.527,0.005,31.173893,-92.520418
LA,2283335,02405073,Youngsville city,25,A,30851407,0,11.912,0.000,30.095934,-91.996375
LA,2283405,02405074,Zachary city,25,A,61972760,82326,23.928,0.032,30.663184,-91.158209
LA,2283685,02406931,Zwolle town,43,A,11815944,1088133,4.562,0.420,31.639448,-93.641141
ME,2300695,02747297,Alfred CDP,57,S,10173804,77545,3.928,0.030,43.478596,-70.727076
ME,2301360,02377887,Anson CDP,57,S,3354525,164243,1.295,0.063,44.796732,-69.900241
ME,2301675,02583553,Ashland CDP,57,S,11548609,60412,4.459,0.023,46.616868,-68.392826
ME,2302060,00582333,Auburn city,25,A,153664246,16601169,59.330,6.410,44.084537,-70.249649
ME,2302100,00582334,Augusta city,25,A,142796178,7516734,55.134,2.902,44.334914,-69.734203
ME,2302795,00582340,Bangor city,25,A,88731373,868257,34.259,0.335,44.829625,-68.788767
ME,2302830,02377888,Bar Harbor CDP,57,S,8223821,0,3.175,0.000,44.381307,-68.211131
ME,2303355,00582343,Bath city,25,A,23617627,10616429,9.119,4.099,43.931692,-69.844494
ME,2303950,00582347,Belfast city,25,A,88164079,11204243,34.040,4.326,44.425874,-69.026418
ME,2304685,02377889,Berwick CDP,57,S,4073221,75564,1.573,0.029,43.269956,-70.862430
ME,2304860,00582353,Biddeford city,25,A,77918025,75101170,30.084,28.997,43.438733,-70.392943
ME,2304965,02377890,Bingham CDP,57,S,5885562,0,2.272,0.000,45.058157,-69.872940
ME,2305350,02652330,Blaine CDP,57,S,7070853,0,2.730,0.000,46.498998,-67.868766
ME,2305665,02630697,Blue Hill CDP,57,S,12142408,22609,4.688,0.009,44.398788,-68.581113
ME,2306085,02377891,Boothbay Harbor CDP,57,S,2194159,0,0.847,0.000,43.855622,-69.623337
ME,2306330,02630698,Bowdoinham CDP,57,S,9209640,0,3.556,0.000,44.021214,-69.901263
ME,2306925,00582366,Brewer city,25,A,39455700,1168416,15.234,0.451,44.784754,-68.735012
ME,2307135,02377892,Bridgton CDP,57,S,19108012,5515462,7.378,2.130,44.076464,-70.715469
ME,2308395,02377893,Brunswick CDP,57,S,37581040,4015327,14.510,1.550,43.885835,-69.986266
ME,2308500,02377894,Brunswick Station CDP,57,S,12698435,140621,4.903,0.054,43.893832,-69.934337
ME,2308780,02377895,Bucksport CDP,57,S,29554089,8115801,11.411,3.134,44.588439,-68.798643
ME,2309585,00582382,Calais city,25,A,88895327,14981767,34.323,5.784,45.142952,-67.217524
ME,2309690,02377896,Camden CDP,57,S,9750022,5628,3.765,0.002,44.213771,-69.068463
ME,2310320,02377897,Cape Neddick CDP,57,S,9649963,619303,3.726,0.239,43.171985,-70.623743
ME,2310565,00582389,Caribou city,25,A,205279024,2166240,79.259,0.836,46.836549,-67.936056
ME,2311090,02583554,Casco CDP,57,S,8502445,667575,3.283,0.258,44.001690,-70.532759
ME,2311230,02630699,Castine CDP,57,S,3993192,16201,1.542,0.006,44.393981,-68.806019
ME,2312770,02377898,Chisholm CDP,57,S,5662099,508,2.186,0.000,44.492898,-70.192623
ME,2313435,02377899,Clinton CDP,57,S,22940558,804190,8.857,0.310,44.644629,-69.488656
ME,2314800,02583555,Cousins Island CDP,57,S,2747038,2388884,1.061,0.922,43.766803,-70.143025
ME,2315500,02377900,Cumberland Center CDP,57,S,10955447,7409,4.230,0.003,43.794727,-70.244012
ME,2316200,02652331,Damariscotta CDP,57,S,8952140,1750657,3.456,0.676,44.017173,-69.520232
ME,2317495,02377902,Dexter CDP,57,S,12230386,1517251,4.722,0.586,45.016208,-69.294664
ME,2317705,02377903,Dixfield CDP,57,S,2222836,0,0.858,0.000,44.544974,-70.454241
ME,2318230,02377904,Dover-Foxcroft CDP,57,S,21706061,592635,8.381,0.229,45.205071,-69.223215
ME,2319385,02583556,Eagle Lake CDP,57,S,10243099,795039,3.955,0.307,47.034475,-68.589246
ME,2321065,02377905,East Millinocket CDP,57,S,2476883,0,0.956,0.000,45.626051,-68.574088
ME,2321730,00582460,Eastport city,25,A,9414045,22534323,3.635,8.701,44.910958,-67.008913
ME,2323200,00582465,Ellsworth city,25,A,205323410,37927947,79.276,14.644,44.582930,-68.480094
ME,2324285,02377906,Fairfield CDP,57,S,4740192,0,1.830,0.000,44.589249,-69.606660
ME,2324480,02583557,Falmouth CDP,57,S,6344895,2116721,2.450,0.817,43.710684,-70.240413
ME,2324530,02377907,Falmouth Foreside CDP,57,S,3935233,374301,1.519,0.145,43.732346,-70.218020
ME,2324635,02377908,Farmingdale CDP,57,S,6176577,531708,2.385,0.205,44.251387,-69.784476
ME,2324740,02377909,Farmington CDP,57,S,10451941,25106,4.036,0.010,44.668373,-70.144039
ME,2325580,02377910,Fort Fairfield CDP,57,S,7584919,301143,2.929,0.116,46.767065,-67.831940
ME,2325720,02377911,Fort Kent CDP,57,S,13927665,582319,5.378,0.225,47.255067,-68.588354
ME,2326490,02377912,Freeport CDP,57,S,4443770,0,1.716,0.000,43.857051,-70.102593
ME,2326875,02377913,Fryeburg CDP,57,S,7715251,56480,2.979,0.022,44.020110,-70.971998
ME,2327085,00582486,Gardiner city,25,A,40598472,2314103,15.675,0.893,44.195074,-69.793912
ME,2328205,02378356,Gorham CDP,57,S,19831169,51691,7.657,0.020,43.693238,-70.434962
ME,2328835,02583558,Gray CDP,57,S,7601769,0,2.935,0.000,43.886386,-70.324087
ME,2329500,02377914,Greenville CDP,57,S,10657369,1730663,4.115,0.668,45.466113,-69.577856
ME,2330060,02377915,Guilford CDP,57,S,4967018,136953,1.918,0.053,45.178621,-69.395037
ME,2330550,00582505,Hallowell city,25,A,15222109,554970,5.877,0.214,44.287241,-69.818040
ME,2330760,02377916,Hampden CDP,57,S,28391784,1731858,10.962,0.669,44.747602,-68.839879
ME,2331705,02377917,Hartland CDP,57,S,5761361,125616,2.224,0.049,44.885558,-69.469166
ME,2333945,02377918,Houlton CDP,57,S,13609941,0,5.255,0.000,46.121478,-67.832184
ME,2334225,02377919,Howland CDP,57,S,19263002,730673,7.437,0.282,45.269105,-68.659323
ME,2336500,02377920,Kennebunk CDP,57,S,17477292,0,6.748,0.000,43.384106,-70.544165
ME,2336710,02377921,Kennebunkport CDP,57,S,7650205,382180,2.954,0.148,43.363238,-70.460282
ME,2337235,02377922,Kittery CDP,57,S,7227111,1904396,2.790,0.735,43.089985,-70.738321
ME,2337375,02377923,Kittery Point CDP,57,S,4938282,1720024,1.907,0.664,43.093810,-70.690960
ME,2337795,02377924,Lake Arrowhead CDP,57,S,13496985,3034863,5.211,1.172,43.661676,-70.742002
ME,2338740,00582554,Lewiston city,25,A,88439118,3595481,34.147,1.388,44.089594,-70.172185
ME,2339265,02377925,Limestone CDP,57,S,6859838,0,2.649,0.000,46.911205,-67.830828
ME,2339440,02377926,Lincoln CDP,57,S,19233005,2008000,7.426,0.775,45.362677,-68.501730
ME,2340105,02377927,Lisbon Falls CDP,57,S,9505575,487102,3.670,0.188,44.008612,-70.057636
ME,2340350,02583559,Little Falls CDP,57,S,2979687,254659,1.150,0.098,43.735434,-70.435380
ME,2340470,02583560,Littlejohn Island CDP,57,S,884606,1007425,0.342,0.389,43.760664,-70.126559
ME,2340735,02377929,Livermore Falls CDP,57,S,3122196,268034,1.205,0.103,44.472574,-70.180804
ME,2341575,02630700,Lubec CDP,57,S,1351536,220,0.522,0.000,44.856522,-66.989584
ME,2341925,02377931,Machias CDP,57,S,6434410,237451,2.484,0.092,44.700615,-67.478634
ME,2342485,02377932,Madawaska CDP,57,S,13704558,264474,5.291,0.102,47.342450,-68.333444
ME,2342625,02377933,Madison CDP,57,S,16645612,735602,6.427,0.284,44.807789,-69.850366
ME,2343220,02583561,Mapleton CDP,57,S,7800555,0,3.012,0.000,46.680699,-68.151203
ME,2343675,02583562,Mars Hill CDP,57,S,5489142,82692,2.119,0.032,46.519190,-67.869714
ME,2344620,02377935,Mechanic Falls CDP,57,S,13838991,336132,5.343,0.130,44.111670,-70.394051
ME,2345250,02377936,Mexico CDP,57,S,2767896,0,1.069,0.000,44.555076,-70.536421
ME,2345635,02377937,Milford CDP,57,S,8657276,105169,3.343,0.041,44.957430,-68.630943
ME,2345845,02377938,Millinocket CDP,57,S,14263948,340011,5.507,0.131,45.666527,-68.689007
ME,2345985,02377939,Milo CDP,57,S,20066082,843185,7.748,0.326,45.248324,-68.950555
ME,2348050,02583563,Naples CDP,57,S,6706674,1960453,2.589,0.757,43.960587,-70.602329
ME,2348610,02583564,Newcastle CDP,57,S,5613562,1620886,2.167,0.626,44.048601,-69.533260
ME,2349100,02377940,Newport CDP,57,S,9083486,3526206,3.507,1.361,44.836429,-69.254846
ME,2349800,02377941,Norridgewock CDP,57,S,27468369,1192337,10.606,0.460,44.722822,-69.763068
ME,2350290,02377942,North Berwick CDP,57,S,8273542,3160,3.194,0.001,43.296266,-70.731000
ME,2353685,02377943,North Windham CDP,57,S,16922835,557055,6.534,0.215,43.826344,-70.431252
ME,2353965,02377944,Norway CDP,57,S,13068519,473684,5.046,0.183,44.230760,-70.563437
ME,2354525,02377945,Oakland CDP,57,S,13999874,777994,5.405,0.300,44.552474,-69.706143
ME,2355120,02377946,Old Orchard Beach CDP,57,S,19255114,39112042,7.434,15.101,43.533771,-70.356845
ME,2355225,00582648,Old Town city,25,A,100552749,11462028,38.824,4.426,44.954171,-68.739689
ME,2355575,02377947,Orono CDP,57,S,18235754,1708802,7.041,0.660,44.878262,-68.688144
ME,2356240,02377948,Oxford CDP,57,S,21466852,1702160,8.288,0.657,44.144870,-70.523871
ME,2358970,02377949,Pittsfield CDP,57,S,24336264,539683,9.396,0.208,44.763273,-69.372732
ME,2360545,00582683,Portland city,25,A,55801118,124050542,21.545,47.896,43.633157,-70.185305
ME,2360825,00582686,Presque Isle city,25,A,196210384,4776741,75.757,1.844,46.688952,-67.991914
ME,2361735,02377950,Randolph CDP,57,S,5529868,249138,2.135,0.096,44.237286,-69.751247
ME,2362610,02377951,Richmond CDP,57,S,18447920,0,7.123,0.000,44.105597,-69.811702
ME,2363590,00582698,Rockland city,25,A,33258648,5774317,12.841,2.229,44.123883,-69.130452
ME,2364255,02377952,Rumford CDP,57,S,20372554,304699,7.866,0.118,44.544842,-70.560194
ME,2364675,00582705,Saco city,25,A,99627197,37017765,38.466,14.293,43.527933,-70.419619
ME,2365725,00582712,Sanford city,25,A,123755837,2518077,47.782,0.972,43.424142,-70.757859
ME,2366110,02377954,Scarborough CDP,57,S,12880386,34431,4.973,0.013,43.599457,-70.331967
ME,2366600,02377955,Searsport CDP,57,S,11268027,2560900,4.351,0.989,44.474953,-68.915604
ME,2368875,02377956,Skowhegan CDP,57,S,34615578,1873307,13.365,0.723,44.778149,-69.712196
ME,2370660,02377957,South Eliot CDP,57,S,18626231,1076858,7.192,0.416,43.135079,-70.793156
ME,2371780,02377958,South Paris CDP,57,S,10043504,188855,3.878,0.073,44.217818,-70.513021
ME,2371990,00582738,South Portland city,25,A,31191524,5101357,12.043,1.970,43.631402,-70.285989
ME,2372830,02630701,Southwest Harbor CDP,57,S,3487876,0,1.347,0.000,44.278390,-68.328580
ME,2372900,02633176,South Windham CDP,57,S,3092627,173356,1.194,0.067,43.738793,-70.421901
ME,2373635,02583565,Standish CDP,57,S,6936973,0,2.678,0.000,43.735342,-70.552499
ME,2373985,02583566,Steep Falls CDP,57,S,25987420,418469,10.034,0.162,43.791219,-70.613863
ME,2376330,02377961,Thomaston CDP,57,S,5474041,110340,2.114,0.043,44.081867,-69.179452
ME,2376925,02377962,Topsham CDP,57,S,28634724,371057,11.056,0.143,43.947393,-69.931653
ME,2378220,02377963,Unity CDP,57,S,4746062,0,1.832,0.000,44.615422,-69.334221
ME,2378535,02377964,Van Buren CDP,57,S,10848440,676577,4.189,0.261,47.167916,-67.950080
ME,2379515,02377965,Waldoboro CDP,57,S,12630763,0,4.877,0.000,44.077241,-69.362481
ME,2380250,02583567,Washburn CDP,57,S,11571962,156569,4.468,0.060,46.788401,-68.139592
ME,2380740,00582795,Waterville city,25,A,35166367,1228036,13.578,0.474,44.545285,-69.661396
ME,2382105,00582802,Westbrook city,25,A,44429364,461639,17.154,0.178,43.707920,-70.352602
ME,2383330,02377966,West Kennebunk CDP,57,S,9010651,0,3.479,0.000,43.414187,-70.580993
ME,2385815,02377967,Wilton CDP,57,S,10597483,2325204,4.092,0.898,44.594350,-70.237522
ME,2386480,02377968,Winslow CDP,57,S,95356658,4798926,36.817,1.853,44.523850,-69.577179
ME,2386620,02630702,Winter Harbor CDP,57,S,5617053,0,2.169,0.000,44.392798,-68.091657
ME,2386725,02377969,Winterport CDP,57,S,15006032,1952021,5.794,0.754,44.648126,-68.861253
ME,2386935,02377970,Winthrop CDP,57,S,14424404,4211969,5.569,1.626,44.323383,-69.950795
ME,2387040,02377971,Wiscasset CDP,57,S,10098492,89403,3.899,0.035,44.010754,-69.678028
ME,2387250,02377972,Woodland CDP,57,S,3062892,623796,1.183,0.241,45.158453,-67.411118
ME,2387810,02377973,Yarmouth CDP,57,S,13556657,290796,5.234,0.112,43.803819,-70.188557
ME,2388160,02377974,York Harbor CDP,57,S,8302822,745048,3.206,0.288,43.143022,-70.647489
MD,2400125,02390561,Aberdeen city,25,A,16796995,19829,6.485,0.008,39.515856,-76.170180
MD,2400175,02389114,Aberdeen Proving Ground CDP,57,S,28839976,2077533,11.135,0.802,39.454232,-76.133542
MD,2400225,02390695,Accident town,43,A,1280443,0,0.494,0.000,39.625688,-79.319958
MD,2400250,02389115,Accokeek CDP,57,S,71035601,3540310,27.427,1.367,38.676533,-77.000518
MD,2400350,02583568,Adamstown CDP,57,S,8517591,2520,3.289,0.001,39.306910,-77.466341
MD,2400400,02389119,Adelphi CDP,57,S,7107003,6498,2.744,0.003,38.997067,-76.966783
MD,2400712,02389122,Algonquin CDP,57,S,1945535,5424407,0.751,2.094,38.589853,-76.091558
MD,2400800,02583569,Allen CDP,57,S,911427,13776,0.352,0.005,38.286126,-75.690105
MD,2401450,02389135,Andrews AFB CDP,57,S,17951927,91636,6.931,0.035,38.809803,-76.869158
MD,2401600,02390562,Annapolis city,25,A,18643699,2347990,7.198,0.907,38.972164,-76.505445
MD,2401635,02583570,Annapolis Neck CDP,57,S,17967013,11568264,6.937,4.467,38.936562,-76.498084
MD,2401750,02583571,Antietam CDP,57,S,397423,0,0.153,0.000,39.415082,-77.736484
MD,2401925,02583572,Aquasco CDP,57,S,51240996,6042828,19.784,2.333,38.591534,-76.697125
MD,2401975,02389143,Arbutus CDP,57,S,16898657,7662,6.525,0.003,39.242673,-76.692133
MD,2402025,02389144,Arden on the Severn CDP,57,S,3700000,540471,1.429,0.209,39.067710,-76.596488
MD,2402275,02389151,Arnold CDP,57,S,28017443,7083574,10.818,2.735,39.043193,-76.504985
MD,2402762,02389153,Ashton-Sandy Spring CDP,57,S,26536329,252556,10.246,0.098,39.149774,-76.998236
MD,2402825,02389154,Aspen Hill CDP,57,S,24889992,214958,9.610,0.083,39.093635,-77.081985
MD,2403500,02583573,Baden CDP,57,S,71659704,2226189,27.668,0.860,38.669485,-76.744221
MD,2403514,02583574,Bagtown CDP,57,S,1413254,0,0.546,0.000,39.582982,-77.613885
MD,2403575,02583575,Bakersville CDP,57,S,131595,0,0.051,0.000,39.514829,-77.757048
MD,2403800,02389170,Ballenger Creek CDP,57,S,28008497,39127,10.814,0.015,39.381124,-77.420214
MD,2404000,01702381,Baltimore city,25,A,209643557,28767622,80.944,11.107,39.300032,-76.610476
MD,2404050,02583576,Baltimore Highlands CDP,57,S,4480749,226093,1.730,0.087,39.235932,-76.637402
MD,2404250,02390712,Barclay town,43,A,404163,0,0.156,0.000,39.143649,-75.863881
MD,2404475,02390713,Barnesville town,43,A,1266421,2267,0.489,0.001,39.223920,-77.376106
MD,2404525,02583577,Barrelville CDP,57,S,113748,0,0.044,0.000,39.702653,-78.842454
MD,2404625,02390715,Barton town,43,A,535418,9132,0.207,0.004,39.532283,-79.016785
MD,2404650,02583578,Bartonsville CDP,57,S,6763970,75731,2.612,0.029,39.387169,-77.345663
MD,2405250,02583579,Beaver Creek CDP,57,S,1688687,0,0.652,0.000,39.578563,-77.647652
MD,2405525,02583580,Bel Air CDP,57,S,1178947,4134,0.455,0.002,39.583905,-78.863433
MD,2405550,02390717,Bel Air town,43,A,7868939,24115,3.038,0.009,39.534942,-76.346323
MD,2405825,02389191,Bel Air North CDP,57,S,41334799,196289,15.959,0.076,39.553404,-76.372942
MD,2405950,02389192,Bel Air South CDP,57,S,40564990,187853,15.662,0.073,39.506250,-76.321291
MD,2406400,02389202,Beltsville CDP,57,S,18551756,70399,7.163,0.027,39.039903,-76.920443
MD,2406550,02583581,Benedict CDP,57,S,604744,0,0.233,0.000,38.511529,-76.679670
MD,2406662,02389203,Bensville CDP,57,S,43741095,2825,16.889,0.001,38.612972,-77.004811
MD,2406800,02390722,Berlin town,43,A,8603665,1276,3.322,0.000,38.331022,-75.213855
MD,2406925,02390724,Berwyn Heights town,43,A,1787297,1673,0.690,0.001,38.992854,-76.913451
MD,2407125,02389206,Bethesda CDP,57,S,34323492,194871,13.252,0.075,38.987292,-77.118612
MD,2407200,02390728,Betterton town,43,A,2564024,18585,0.990,0.007,39.367115,-76.072496
MD,2407285,02583582,Bier CDP,57,S,3773698,10092,1.457,0.004,39.557897,-78.868338
MD,2407375,02583583,Big Pool CDP,57,S,279063,0,0.108,0.000,39.625094,-78.016168
MD,2407400,02583584,Big Spring CDP,57,S,360107,0,0.139,0.000,39.625902,-77.939632
MD,2407625,02629788,Bishopville CDP,57,S,7412126,78473,2.862,0.030,38.438642,-75.209507
MD,2407675,02583585,Bivalve CDP,57,S,3397174,95863,1.312,0.037,38.307319,-75.877855
MD,2407850,02390734,Bladensburg town,43,A,2578054,23696,0.995,0.009,38.942368,-76.925910
MD,2408050,02583586,Bloomington CDP,57,S,1606180,63933,0.620,0.025,39.481331,-79.078510
MD,2408625,02390740,Boonsboro town,43,A,8004667,12954,3.091,0.005,39.510749,-77.664945
MD,2408775,02390567,Bowie city,25,A,49107130,236872,18.960,0.091,38.957072,-76.741124
MD,2408800,02389227,Bowleys Quarters CDP,57,S,8146476,7651523,3.145,2.954,39.312810,-76.382270
MD,2408850,02583587,Bowling Green CDP,57,S,2491414,0,0.962,0.000,39.627105,-78.805057
MD,2408862,02583588,Bowmans Addition CDP,57,S,2550616,0,0.985,0.000,39.687550,-78.754042
MD,2409100,02389228,Braddock Heights CDP,57,S,12150354,27607,4.691,0.011,39.404273,-77.503603
MD,2409325,02389232,Brandywine CDP,57,S,54483240,210611,21.036,0.081,38.682171,-76.885224
MD,2409400,02583589,Breathedsville CDP,57,S,963780,0,0.372,0.000,39.546010,-77.724548
MD,2409500,02390750,Brentwood town,43,A,992989,0,0.383,0.000,38.943664,-76.956796
MD,2410150,02583590,Brock Hall CDP,57,S,35271506,353005,13.618,0.136,38.866569,-76.760807
MD,2410225,02390755,Brookeville town,43,A,305483,0,0.118,0.000,39.180923,-77.058999
